idx,domain,context,skill,span,time
49,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,32.499
50,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,64.642
51,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":23,""end"":27,""text"":""this"",""labels"":[""need context""]}]",22.485
52,news,Extended,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":25,""end"":27,""text"":""WA"",""labels"":[""need context""]}]",21.027
53,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,12.847
54,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,15.399
55,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,13.93
56,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,17.535
57,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,34.915
58,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,21.561
59,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":13,""text"":""What we found"",""labels"":[""need context""]}]",17.856
60,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,16.496
61,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,21.744
62,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":4,""text"":""This"",""labels"":[""need context""]}]",11.214
63,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,294.896
64,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,13.667
65,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,9.755
66,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,16.914
67,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,24.857
68,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,15.98
69,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,16.705
70,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,11.648
71,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,14.877
72,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,17.754
73,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,14.988
74,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,11.203
75,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,19.688
76,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""We"",""labels"":[""need context""]}]",25.697
77,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":25,""end"":27,""text"":""it"",""labels"":[""need context""]}]",10.897
78,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":104,""end"":122,""text"":""Beyond These Walls"",""labels"":[""need context""]}]",23.223
79,news,Universal,"['Participant Focus', 'Modality and Attitude', 'Reference Consistency']","[{""start"":21,""end"":49,""text"":""Disability Rights Washington"",""labels"":[""need context""]}]",12.885
80,social,Sentence-level,"['Information Density', 'Style Register', 'Reference Consistency']",,17.722
81,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":47,""end"":60,""text"":""the two games"",""labels"":[""need context""]}]",13.322
82,social,Sentence-level,"['Terminology Control', 'Style Register', 'Logical Connectivity']",,20.605
83,social,Sentence-level,"['Terminology Control', 'Style Register', 'Logical Connectivity']",,10.719
84,social,Sentence-level,"['Terminology Control', 'Style Register', 'Logical Connectivity']",,14.71
85,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":7,""text"":""Celeste"",""labels"":[""need context""]}]",32.693
86,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Participant Focus']",,19.306
87,social,Extended,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":0,""end"":7,""text"":""Celeste"",""labels"":[""need context""]}]",14.383
88,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":63,""end"":78,""text"":"" the connection"",""labels"":[""need context""]}]",69.743
89,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":64,""end"":71,""text"":""the two"",""labels"":[""need context""]}]",32.79
90,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']","[{""start"":8,""end"":12,""text"":""that"",""labels"":[""need context""]}]",37.981
91,social,Local,"['Style Register', 'Reference Consistency', 'Participant Focus']","[{""start"":0,""end"":19,""text"":""which is still neat"",""labels"":[""need context""]}]",14.512
92,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":21,""end"":25,""text"":""AT&T"",""labels"":[""need context""]}]",13.295
93,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.978
94,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,8.337
95,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":33,""end"":37,""text"":""AT&T"",""labels"":[""need context""]}]",21.614
96,social,Extended,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":4,""end"":9,""text"":""AT&T "",""labels"":[""need context""]}]",27.029
97,social,Extended,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":73,""end"":77,""text"":""AT&T"",""labels"":[""need context""]}]",13.51
98,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":15,""end"":19,""text"":""site"",""labels"":[""need context""]}]",44.417
99,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":37,""end"":41,""text"":""SLAs"",""labels"":[""need context""]}]",8.609
100,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":38,""end"":42,""text"":""5 9s"",""labels"":[""need context""]}]",28.287
101,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.095
102,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,6.384
103,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.187
104,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,15.867
105,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,12.13
106,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":21,""end"":25,""text"":""them"",""labels"":[""need context""]}]",11.023
107,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,15.65
108,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,13.543
109,social,Local,"['Information Density', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":24,""text"":""Might be the odd cheater"",""labels"":[""need context""]}]",24.836
110,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,13.043
111,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,42.248
112,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":39,""end"":49,""text"":""Extraction"",""labels"":[""need context""]},{""start"":8,""end"":16,""text"":""the wife"",""labels"":[""need context""]}]",19.622
113,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":51,""end"":54,""text"":""get"",""labels"":[""need context""]}]",27.046
114,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.121
115,social,Sentence-level,"['Terminology Control', 'Style Register', 'Participant Focus']",,17.194
116,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,19.094
117,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,18.814
118,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,10.94
119,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":9,""end"":28,""text"":""King Louis the 14th"",""labels"":[""need context""]}]",26.59
120,social,Extended,"['Terminology Control', 'Style Register', 'Logical Connectivity']",,13.352
121,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":46,""end"":67,""text"":""The Elders of Ireland"",""labels"":[""need context""]}]",13.854
122,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.124
123,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":17,""end"":34,""text"":""Sourdough Starter"",""labels"":[""need context""]}]",104.93
124,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,11.075
125,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":7,""end"":9,""text"":""it"",""labels"":[""need context""]}]",85.88
126,social,Local,"['Idea Development', 'Style Register', 'Participant Focus']",,17.727
127,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,38.679
128,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,154.567
129,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,23.694
130,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.762
131,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.693
132,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,8.111
133,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":47,""end"":59,""text"":"" masto-peeps"",""labels"":[""need context""]}]",19.174
134,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.104
135,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,21.554
136,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,33.206
137,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,18.94
138,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,8.425
139,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,6.862
140,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,3.784
141,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.798
142,social,Local,"['Style Register', 'Logical Connectivity', 'Relational Address']",,14.681
143,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.896
144,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,6.968
145,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.984
146,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,19.71
147,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,5.869
148,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,6.486
149,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,15.756
150,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,7.209
151,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,16.85
152,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,13.795
153,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,13.897
154,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,200.675
155,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,7.842
156,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.299
157,social,Extended,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":0,""end"":5,""text"":""field"",""labels"":[""need context""]},{""start"":23,""end"":28,""text"":""field"",""labels"":[""need context""]},{""start"":46,""end"":51,""text"":""field"",""labels"":[""need context""]}]",27.851999999999997
158,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.997
159,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":52,""end"":56,""text"":""that"",""labels"":[""need context""]}]",14.485
160,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":39,""end"":51,""text"":""HS trig lmao"",""labels"":[""need context""]}]",20.503
161,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":21,""end"":24,""text"":""DMS"",""labels"":[""need context""]}]",19.002
162,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":14,""end"":18,""text"":""this"",""labels"":[""need context""]}]",14.38
163,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.273
164,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.774
165,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,8.217
166,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.168
167,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,5.061
168,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,17.196
169,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":10,""end"":21,""text"":""flightaware"",""labels"":[""need context""]}]",14.76
170,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.501
171,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,11.341
172,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":3,""end"":25,""text"":""the challenges in this"",""labels"":[""need context""]}]",10.711
173,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":86,""end"":89,""text"":""FAA"",""labels"":[""need context""]}]",11.005
174,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.408
175,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":65,""end"":67,""text"":""it"",""labels"":[""need context""]},{""start"":21,""end"":25,""text"":""it's"",""labels"":[""need context""]}]",23.343
176,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,7.502
177,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.594
178,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":3,""text"":""FAA"",""labels"":[""need context""]},{""start"":19,""end"":23,""text"":""ADHD"",""labels"":[""need context""]}]",17.966
179,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,17.994
180,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.414
181,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,7.131
182,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,5.695
183,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,15.296
184,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.278
185,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":11,""end"":27,""text"":""General Aviation"",""labels"":[""need context""]}]",12.387
186,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,8.033
187,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,10.505
188,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,5.086
189,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,4.355
190,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":2,""end"":5,""text"":""did"",""labels"":[""need context""]},{""start"":6,""end"":10,""text"":""this"",""labels"":[""need context""]}]",13.736
191,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.625
192,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.967
193,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,30.229
194,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,8.19
195,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,20.277
196,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.632
197,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']",,11.72
198,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.495
199,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,13.505
200,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.035
201,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,18.281
202,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.895
203,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.269
204,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,12.501
205,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,4.159
206,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,19.782
207,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.393
208,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,20.022
209,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,11.066
210,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,5.186
211,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":11,""text"":""FlightAware"",""labels"":[""need context""]}]",10.065
212,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":10,""text"":""This stuff"",""labels"":[""need context""]}]",13.395
213,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.182
214,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.122
215,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":14,""end"":20,""text"":""rudder"",""labels"":[""need context""]}]",12.727
216,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,4.937
217,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":28,""end"":31,""text"":""one"",""labels"":[""need context""]}]",21.371
218,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.994
219,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":11,""text"":""Another one"",""labels"":[""need context""]}]",9.257
220,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.271
221,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.413
222,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.003
223,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.806
224,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.306
225,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":56,""end"":67,""text"":""mega thread"",""labels"":[""need context""]},{""start"":15,""end"":24,""text"":""threading"",""labels"":[""need context""]}]",20.576
226,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,11.193
227,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":13,""end"":21,""text"":""Mason Mi"",""labels"":[""need context""]},{""start"":25,""end"":35,""text"":""Sturgis Mi"",""labels"":[""need context""]}]",13.702
228,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":7,""end"":11,""text"":""Cont"",""labels"":[""need context""]}]",10.688
229,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":4,""text"":""This"",""labels"":[""need context""]}]",13.687
230,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":7,""end"":11,""text"":""Cont"",""labels"":[""need context""]},{""start"":13,""end"":26,""text"":""The VFR Chart"",""labels"":[""need context""]}]",29.79
231,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":15,""end"":23,""text"":""lovelies"",""labels"":[""need context""]}]",14.841
232,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":56,""end"":58,""text"":""it"",""labels"":[""need context""]}]",11.236
233,social,Sentence-level,"['Information Density', 'Idea Development', 'Style Register']",,35.849
234,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.242
235,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":9,""end"":13,""text"":""Cont"",""labels"":[""need context""]},{""start"":19,""end"":30,""text"":""FlightAware"",""labels"":[""need context""]}]",14.115
236,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":8,""text"":""Lovelies"",""labels"":[""need context""]},{""start"":20,""end"":28,""text"":""lovelies"",""labels"":[""need context""]}]",8.946
237,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,3.556
238,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']",,8.664
239,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,7.097
240,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,10.516
